transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN363,07-10-2024 11:13,Bill Payment,Transport,134,SUCCESS,46-55,26-35,Tamil Nadu,SBI,ICICI,Android,5G,0,11,Monday,0
TXN364,18-01-2024 23:08,P2M,Fuel,2418,SUCCESS,26-35,36-45,Karnataka,ICICI,ICICI,iOS,5G,0,23,Thursday,0
TXN365,22-01-2024 18:05,Recharge,Utilities,2766,FAILED,26-35,46-55,Rajasthan,Axis,HDFC,Android,4G,0,18,Monday,0
TXN366,06-07-2024 15:49,P2M,Grocery,503,SUCCESS,36-45,56+,Maharashtra,SBI,SBI,Android,4G,0,15,Saturday,1
TXN367,25-12-2024 20:04,Recharge,Fuel,2678,SUCCESS,26-35,26-35,Gujarat,SBI,ICICI,iOS,5G,0,20,Wednesday,0
TXN368,07-02-2024 20:32,P2M,Utilities,121,SUCCESS,26-35,26-35,Andhra Pradesh,Kotak,Axis,Android,4G,0,20,Wednesday,0
TXN369,20-11-2024 12:16,P2M,Fuel,516,SUCCESS,46-55,18-25,Uttar Pradesh,ICICI,Kotak,Android,WiFi,0,12,Wednesday,0
TXN370,08-05-2024 20:07,P2P,Transport,92,SUCCESS,46-55,18-25,Karnataka,ICICI,IndusInd,Android,4G,0,20,Wednesday,0
TXN371,19-10-2024 15:21,P2P,Healthcare,1845,SUCCESS,46-55,26-35,Tamil Nadu,IndusInd,IndusInd,Android,4G,0,15,Saturday,1
TXN372,13-11-2024 21:21,P2P,Grocery,1630,SUCCESS,26-35,36-45,Rajasthan,ICICI,PNB,Android,4G,0,21,Wednesday,0
TXN373,27-10-2024 17:46,P2P,Fuel,2588,SUCCESS,18-25,26-35,Maharashtra,HDFC,Yes Bank,iOS,4G,0,17,Sunday,1
TXN374,08-03-2024 17:03,P2M,Grocery,2392,SUCCESS,18-25,26-35,Gujarat,SBI,Axis,Android,3G,0,17,Friday,0
TXN375,10-12-2024 22:55,P2P,Transport,35,SUCCESS,18-25,26-35,Andhra Pradesh,HDFC,Axis,Android,3G,0,22,Tuesday,0
TXN376,31-05-2024 08:03,P2P,Other,607,SUCCESS,18-25,26-35,Karnataka,HDFC,SBI,Android,4G,0,8,Friday,0
TXN377,14-12-2024 19:46,Bill Payment,Other,202,SUCCESS,36-45,26-35,Maharashtra,IndusInd,HDFC,iOS,4G,0,19,Saturday,1
TXN378,15-11-2024 10:05,P2M,Grocery,1685,SUCCESS,36-45,36-45,Karnataka,HDFC,IndusInd,Android,3G,0,10,Friday,0
TXN379,07-02-2024 17:25,P2M,Shopping,4692,SUCCESS,26-35,46-55,Uttar Pradesh,HDFC,SBI,Web,5G,0,17,Wednesday,0
TXN380,01-09-2024 19:12,P2P,Transport,667,SUCCESS,46-55,18-25,Rajasthan,SBI,SBI,Android,4G,0,19,Sunday,1
TXN381,21-11-2024 17:36,P2P,Food,1016,SUCCESS,36-45,26-35,Karnataka,Yes Bank,SBI,Android,4G,0,17,Thursday,0
TXN382,10-07-2024 22:00,P2M,Shopping,443,SUCCESS,18-25,36-45,Andhra Pradesh,SBI,Axis,Web,5G,0,22,Wednesday,0
TXN383,11-11-2024 20:29,Recharge,Food,365,SUCCESS,36-45,36-45,Maharashtra,Yes Bank,HDFC,iOS,WiFi,0,20,Monday,0
TXN384,14-09-2024 20:21,P2P,Other,1080,SUCCESS,46-55,36-45,Uttar Pradesh,Kotak,Axis,Web,4G,0,20,Saturday,1
TXN385,20-03-2024 19:29,P2P,Other,484,SUCCESS,18-25,18-25,Tamil Nadu,HDFC,SBI,Android,5G,0,19,Wednesday,0
TXN386,09-05-2024 21:19,P2P,Shopping,391,FAILED,26-35,18-25,Delhi,HDFC,IndusInd,iOS,WiFi,0,21,Thursday,0
TXN387,25-07-2024 16:56,P2M,Fuel,4022,SUCCESS,36-45,18-25,Telangana,ICICI,IndusInd,iOS,5G,0,16,Thursday,0
TXN388,31-03-2024 19:15,P2M,Fuel,1352,SUCCESS,26-35,36-45,Uttar Pradesh,HDFC,HDFC,Web,4G,0,19,Sunday,1
TXN389,07-05-2024 14:25,P2P,Entertainment,573,SUCCESS,26-35,26-35,Rajasthan,IndusInd,Kotak,iOS,4G,0,14,Tuesday,0
TXN390,20-05-2024 16:37,P2M,Shopping,1008,SUCCESS,36-45,18-25,Uttar Pradesh,SBI,ICICI,Android,4G,0,16,Monday,0
TXN391,17-05-2024 17:05,P2P,Grocery,1957,SUCCESS,26-35,26-35,Maharashtra,Yes Bank,ICICI,Android,5G,0,17,Friday,0
TXN392,21-01-2024 00:32,P2M,Entertainment,410,SUCCESS,26-35,18-25,Tamil Nadu,SBI,Yes Bank,Android,4G,0,0,Sunday,1
TXN393,18-12-2024 19:38,P2P,Utilities,3267,FAILED,46-55,46-55,Tamil Nadu,HDFC,Yes Bank,Android,4G,0,19,Wednesday,0
TXN394,26-09-2024 19:35,P2P,Food,1825,SUCCESS,26-35,36-45,Tamil Nadu,IndusInd,PNB,iOS,5G,0,19,Thursday,0
TXN395,30-05-2024 16:34,P2M,Healthcare,258,SUCCESS,18-25,46-55,Gujarat,ICICI,Kotak,Android,WiFi,0,16,Thursday,0
TXN396,24-05-2024 07:06,Bill Payment,Education,1461,SUCCESS,36-45,36-45,Maharashtra,Kotak,Axis,Android,4G,0,7,Friday,0
TXN397,28-12-2024 17:19,P2P,Grocery,431,SUCCESS,56+,18-25,Uttar Pradesh,ICICI,Kotak,Android,4G,0,17,Saturday,1
TXN398,12-01-2024 19:37,P2M,Utilities,326,SUCCESS,46-55,46-55,Telangana,ICICI,Axis,iOS,4G,0,19,Friday,0
TXN399,08-06-2024 18:35,P2M,Other,479,SUCCESS,56+,18-25,Tamil Nadu,Axis,IndusInd,Android,4G,0,18,Saturday,1
TXN400,28-07-2024 14:39,P2M,Shopping,2159,SUCCESS,18-25,18-25,Delhi,SBI,HDFC,Web,4G,0,14,Sunday,1
TXN401,21-03-2024 09:03,Recharge,Fuel,960,SUCCESS,26-35,18-25,Tamil Nadu,ICICI,HDFC,Android,4G,0,9,Thursday,0
TXN402,09-09-2024 18:31,Bill Payment,Fuel,587,SUCCESS,26-35,46-55,Delhi,HDFC,SBI,Android,4G,0,18,Monday,0
TXN403,30-09-2024 16:46,P2P,Entertainment,179,SUCCESS,56+,26-35,Telangana,ICICI,ICICI,Android,5G,0,16,Monday,0
TXN404,03-05-2024 18:59,P2M,Grocery,238,SUCCESS,18-25,56+,Maharashtra,Yes Bank,SBI,iOS,WiFi,0,18,Friday,0
TXN405,02-01-2024 15:10,P2M,Shopping,6083,SUCCESS,26-35,18-25,Delhi,SBI,SBI,Android,4G,0,15,Tuesday,0
TXN406,07-09-2024 22:53,Bill Payment,Shopping,1612,SUCCESS,36-45,26-35,Karnataka,SBI,ICICI,iOS,4G,0,22,Saturday,1
TXN407,30-09-2024 16:53,P2P,Healthcare,459,SUCCESS,18-25,18-25,Gujarat,IndusInd,Axis,Android,4G,0,16,Monday,0
TXN408,30-09-2024 15:07,P2P,Entertainment,369,SUCCESS,36-45,18-25,West Bengal,SBI,SBI,Android,5G,0,15,Monday,0
TXN409,11-08-2024 13:29,P2P,Other,469,SUCCESS,26-35,46-55,Tamil Nadu,Kotak,Axis,Android,5G,0,13,Sunday,1
TXN410,02-01-2024 21:25,P2P,Grocery,420,SUCCESS,36-45,26-35,Telangana,HDFC,Axis,Android,5G,0,21,Tuesday,0
TXN411,13-04-2024 06:30,P2P,Healthcare,406,SUCCESS,36-45,46-55,Uttar Pradesh,HDFC,Axis,Android,4G,0,6,Saturday,1
TXN412,23-02-2024 18:33,P2M,Other,358,SUCCESS,18-25,18-25,Delhi,Yes Bank,HDFC,Android,4G,0,18,Friday,0
TXN413,14-10-2024 17:40,Bill Payment,Utilities,3508,SUCCESS,26-35,18-25,Andhra Pradesh,Yes Bank,HDFC,Android,3G,0,17,Monday,0
TXN414,15-09-2024 10:03,P2M,Fuel,1869,SUCCESS,18-25,46-55,West Bengal,Axis,Axis,iOS,4G,0,10,Sunday,1
TXN415,05-07-2024 18:32,P2M,Grocery,514,SUCCESS,26-35,36-45,Karnataka,Yes Bank,Kotak,Android,3G,0,18,Friday,0
TXN416,08-08-2024 20:13,P2P,Utilities,1980,SUCCESS,26-35,26-35,Telangana,IndusInd,SBI,iOS,4G,0,20,Thursday,0
TXN417,23-10-2024 20:12,Bill Payment,Grocery,320,SUCCESS,56+,36-45,Uttar Pradesh,Kotak,IndusInd,Android,WiFi,0,20,Wednesday,0
TXN418,28-10-2024 20:40,P2P,Food,651,SUCCESS,26-35,26-35,Telangana,SBI,ICICI,Android,4G,0,20,Monday,0
TXN419,07-11-2024 20:03,Bill Payment,Shopping,199,SUCCESS,18-25,36-45,Tamil Nadu,Axis,PNB,Android,5G,0,20,Thursday,0
TXN420,29-08-2024 15:10,P2M,Utilities,3091,SUCCESS,46-55,36-45,Delhi,IndusInd,IndusInd,Android,4G,0,15,Thursday,0
TXN421,11-07-2024 20:19,P2P,Shopping,165,SUCCESS,46-55,46-55,Delhi,Kotak,IndusInd,Android,WiFi,0,20,Thursday,0
TXN422,08-09-2024 17:14,P2P,Grocery,250,SUCCESS,18-25,26-35,Maharashtra,Yes Bank,IndusInd,Android,4G,0,17,Sunday,1
TXN423,24-04-2024 23:19,P2P,Transport,351,SUCCESS,36-45,46-55,Delhi,HDFC,HDFC,Android,4G,0,23,Wednesday,0
TXN424,11-12-2024 21:48,P2P,Shopping,1862,SUCCESS,36-45,46-55,Maharashtra,Kotak,HDFC,Android,4G,0,21,Wednesday,0
TXN425,03-09-2024 14:57,P2M,Food,1332,SUCCESS,26-35,36-45,Karnataka,HDFC,ICICI,Android,5G,0,14,Tuesday,0
TXN426,02-01-2024 19:51,P2P,Shopping,932,FAILED,36-45,18-25,Andhra Pradesh,IndusInd,HDFC,Web,5G,0,19,Tuesday,0
TXN427,28-06-2024 18:14,P2P,Utilities,3014,SUCCESS,26-35,26-35,Rajasthan,SBI,HDFC,Android,4G,0,18,Friday,0
TXN428,19-03-2024 18:50,P2M,Grocery,301,SUCCESS,56+,18-25,Maharashtra,HDFC,HDFC,Android,4G,0,18,Tuesday,0
TXN429,18-10-2024 01:02,P2P,Healthcare,368,SUCCESS,46-55,36-45,Maharashtra,HDFC,Yes Bank,iOS,5G,0,1,Friday,0
TXN430,22-03-2024 05:15,P2M,Other,757,SUCCESS,26-35,26-35,Maharashtra,HDFC,SBI,Android,4G,0,5,Friday,0
TXN431,05-12-2024 12:17,P2M,Food,241,SUCCESS,18-25,36-45,Maharashtra,HDFC,ICICI,Android,4G,0,12,Thursday,0
TXN432,27-10-2024 13:16,P2M,Food,83,SUCCESS,26-35,36-45,Telangana,ICICI,HDFC,Android,4G,0,13,Sunday,1
TXN433,02-11-2024 15:11,P2M,Other,197,SUCCESS,18-25,26-35,Maharashtra,SBI,SBI,Android,4G,0,15,Saturday,1
TXN434,29-11-2024 19:02,P2M,Entertainment,378,SUCCESS,36-45,18-25,Maharashtra,SBI,SBI,Android,4G,0,19,Friday,0
TXN435,14-04-2024 15:43,Bill Payment,Other,634,FAILED,26-35,18-25,Tamil Nadu,ICICI,SBI,iOS,WiFi,0,15,Sunday,1
TXN436,25-05-2024 21:34,P2P,Other,604,SUCCESS,26-35,46-55,Rajasthan,ICICI,SBI,Android,5G,0,21,Saturday,1
TXN437,12-06-2024 21:21,Bill Payment,Food,738,SUCCESS,36-45,26-35,Rajasthan,ICICI,ICICI,Android,5G,0,21,Wednesday,0
TXN438,09-06-2024 21:35,P2P,Grocery,1898,SUCCESS,26-35,26-35,Delhi,HDFC,IndusInd,iOS,WiFi,0,21,Sunday,1
TXN439,17-11-2024 22:50,P2M,Shopping,213,SUCCESS,36-45,36-45,Karnataka,SBI,SBI,Android,4G,0,22,Sunday,1
TXN440,24-02-2024 19:52,P2P,Healthcare,122,SUCCESS,18-25,46-55,West Bengal,IndusInd,Yes Bank,Android,4G,0,19,Saturday,1
TXN441,28-09-2024 12:30,P2M,Healthcare,160,SUCCESS,18-25,56+,Uttar Pradesh,SBI,IndusInd,Android,4G,0,12,Saturday,1
TXN442,07-03-2024 19:16,P2P,Shopping,1575,SUCCESS,26-35,36-45,Maharashtra,Axis,SBI,iOS,4G,0,19,Thursday,0
TXN443,28-03-2024 08:35,P2M,Utilities,15583,SUCCESS,26-35,18-25,Telangana,HDFC,ICICI,Android,5G,0,8,Thursday,0
TXN444,13-04-2024 09:59,P2P,Shopping,2950,SUCCESS,46-55,36-45,Telangana,SBI,HDFC,Android,4G,0,9,Saturday,1
TXN445,05-08-2024 18:11,Recharge,Shopping,135,SUCCESS,36-45,36-45,Karnataka,SBI,SBI,Android,4G,0,18,Monday,0
TXN446,04-10-2024 13:06,Bill Payment,Shopping,367,SUCCESS,18-25,36-45,Uttar Pradesh,IndusInd,SBI,Android,4G,0,13,Friday,0
TXN447,24-10-2024 18:48,P2M,Shopping,1788,SUCCESS,46-55,18-25,Delhi,HDFC,Kotak,iOS,4G,0,18,Thursday,0
TXN448,22-04-2024 18:11,Bill Payment,Grocery,137,SUCCESS,36-45,26-35,West Bengal,SBI,Yes Bank,Android,5G,0,18,Monday,0
TXN449,10-06-2024 16:32,P2P,Fuel,1260,SUCCESS,26-35,26-35,Delhi,HDFC,HDFC,iOS,5G,0,16,Monday,0
TXN450,21-05-2024 19:45,P2P,Fuel,837,SUCCESS,26-35,18-25,Gujarat,ICICI,SBI,Web,4G,0,19,Tuesday,0
TXN451,04-01-2024 07:18,P2P,Education,1051,SUCCESS,18-25,36-45,Delhi,ICICI,SBI,Android,4G,0,7,Thursday,0
TXN452,03-10-2024 10:31,P2M,Entertainment,322,FAILED,18-25,26-35,Maharashtra,SBI,SBI,iOS,5G,0,10,Thursday,0
TXN453,31-10-2024 17:57,Bill Payment,Grocery,476,SUCCESS,26-35,46-55,Telangana,Axis,Axis,Android,4G,0,17,Thursday,0
TXN454,19-02-2024 20:13,Recharge,Entertainment,588,SUCCESS,56+,18-25,Gujarat,SBI,PNB,Android,4G,0,20,Monday,0
TXN455,27-10-2024 09:40,P2M,Healthcare,383,SUCCESS,46-55,36-45,Telangana,PNB,SBI,iOS,5G,0,9,Sunday,1
TXN456,23-06-2024 19:11,P2M,Food,100,SUCCESS,46-55,26-35,Telangana,IndusInd,HDFC,Android,4G,0,19,Sunday,1
TXN457,31-05-2024 10:06,Bill Payment,Fuel,3218,SUCCESS,26-35,46-55,Telangana,Axis,Kotak,Android,3G,0,10,Friday,0
TXN458,05-09-2024 19:36,P2P,Grocery,1363,SUCCESS,36-45,18-25,West Bengal,Axis,IndusInd,Android,WiFi,0,19,Thursday,0
TXN459,19-02-2024 15:37,P2P,Transport,271,SUCCESS,36-45,26-35,Uttar Pradesh,ICICI,PNB,Android,WiFi,0,15,Monday,0
TXN460,03-01-2024 12:07,P2P,Grocery,747,SUCCESS,26-35,18-25,Maharashtra,ICICI,ICICI,Android,WiFi,0,12,Wednesday,0
TXN461,26-08-2024 17:42,P2P,Grocery,2734,SUCCESS,26-35,26-35,Uttar Pradesh,Kotak,HDFC,Android,4G,0,17,Monday,0
TXN462,15-10-2024 20:18,Bill Payment,Utilities,3603,FAILED,18-25,46-55,Delhi,Kotak,PNB,Android,5G,0,20,Tuesday,0
TXN463,27-12-2024 20:35,P2P,Transport,34,SUCCESS,56+,56+,West Bengal,HDFC,ICICI,Android,4G,0,20,Friday,0
TXN464,23-07-2024 18:35,P2P,Food,1559,SUCCESS,26-35,26-35,Tamil Nadu,SBI,PNB,Android,3G,0,18,Tuesday,0
TXN465,01-10-2024 20:39,Bill Payment,Utilities,372,SUCCESS,46-55,46-55,Andhra Pradesh,IndusInd,IndusInd,Android,5G,0,20,Tuesday,0
TXN466,01-09-2024 14:16,P2P,Shopping,498,SUCCESS,36-45,46-55,Rajasthan,SBI,Kotak,Android,4G,0,14,Sunday,1
TXN467,26-07-2024 23:51,Recharge,Entertainment,127,SUCCESS,46-55,26-35,Uttar Pradesh,Axis,ICICI,Android,4G,0,23,Friday,0
TXN468,12-08-2024 20:17,P2P,Other,452,SUCCESS,26-35,46-55,Maharashtra,Axis,Kotak,Android,4G,0,20,Monday,0
TXN469,21-07-2024 17:50,P2M,Shopping,2709,SUCCESS,26-35,26-35,Tamil Nadu,HDFC,Axis,Android,4G,0,17,Sunday,1
TXN470,11-04-2024 21:21,P2P,Grocery,198,SUCCESS,36-45,18-25,Delhi,SBI,Yes Bank,Android,4G,0,21,Thursday,0
TXN471,16-10-2024 18:35,Bill Payment,Grocery,1248,SUCCESS,26-35,18-25,Tamil Nadu,IndusInd,SBI,Android,4G,0,18,Wednesday,0
TXN472,30-03-2024 23:10,P2P,Other,756,SUCCESS,46-55,36-45,Telangana,Kotak,IndusInd,Android,4G,0,23,Saturday,1
TXN473,03-10-2024 18:23,P2P,Other,227,SUCCESS,18-25,36-45,Telangana,PNB,Yes Bank,Android,4G,0,18,Thursday,0
TXN474,27-11-2024 07:55,P2M,Utilities,3388,SUCCESS,36-45,26-35,Andhra Pradesh,IndusInd,IndusInd,Android,5G,0,7,Wednesday,0
TXN475,07-09-2024 17:13,Bill Payment,Grocery,2018,SUCCESS,26-35,18-25,West Bengal,SBI,SBI,Web,4G,0,17,Saturday,1
TXN476,22-03-2024 18:43,P2P,Food,1205,SUCCESS,46-55,36-45,Gujarat,ICICI,Yes Bank,Android,4G,0,18,Friday,0
TXN477,20-09-2024 21:57,P2M,Food,572,SUCCESS,18-25,18-25,Karnataka,Kotak,PNB,Android,4G,0,21,Friday,0
TXN478,01-09-2024 12:02,Bill Payment,Shopping,800,FAILED,18-25,26-35,Uttar Pradesh,PNB,Axis,Android,4G,0,12,Sunday,1
TXN479,09-04-2024 22:34,P2P,Shopping,881,FAILED,26-35,36-45,Maharashtra,SBI,HDFC,Android,5G,0,22,Tuesday,0
TXN480,19-02-2024 18:44,P2M,Grocery,1537,SUCCESS,18-25,46-55,Maharashtra,IndusInd,SBI,Android,4G,0,18,Monday,0
TXN481,05-02-2024 13:03,P2P,Other,1791,SUCCESS,18-25,46-55,Maharashtra,SBI,Yes Bank,Android,WiFi,0,13,Monday,0
TXN482,01-01-2024 03:45,Bill Payment,Shopping,1122,SUCCESS,26-35,36-45,Maharashtra,Yes Bank,HDFC,Android,5G,0,3,Monday,0
TXN483,04-06-2024 19:38,P2M,Other,753,SUCCESS,18-25,18-25,Andhra Pradesh,IndusInd,Axis,iOS,4G,0,19,Tuesday,0
TXN484,21-06-2024 13:19,P2M,Transport,78,SUCCESS,18-25,36-45,Uttar Pradesh,IndusInd,SBI,Android,WiFi,0,13,Friday,0
TXN485,08-10-2024 18:12,P2M,Shopping,308,SUCCESS,26-35,18-25,Delhi,Yes Bank,ICICI,Android,4G,0,18,Tuesday,0
TXN486,01-12-2024 18:19,P2M,Shopping,1288,SUCCESS,26-35,18-25,West Bengal,SBI,PNB,Android,WiFi,0,18,Sunday,1
TXN487,14-06-2024 17:19,P2P,Entertainment,500,SUCCESS,18-25,26-35,Rajasthan,ICICI,HDFC,Android,5G,0,17,Friday,0
TXN488,26-12-2024 12:33,P2P,Transport,124,SUCCESS,26-35,46-55,Delhi,SBI,Axis,Android,4G,0,12,Thursday,0
TXN489,25-03-2024 20:15,P2M,Grocery,244,SUCCESS,26-35,26-35,Maharashtra,SBI,SBI,iOS,5G,0,20,Monday,0
TXN490,07-03-2024 08:50,P2P,Other,822,SUCCESS,18-25,26-35,Karnataka,IndusInd,HDFC,iOS,4G,0,8,Thursday,0
TXN491,18-10-2024 15:11,P2M,Food,585,SUCCESS,26-35,26-35,Uttar Pradesh,HDFC,SBI,iOS,4G,0,15,Friday,0
TXN492,13-03-2024 07:00,Bill Payment,Utilities,1605,SUCCESS,18-25,26-35,Karnataka,Axis,SBI,Android,5G,0,7,Wednesday,0
TXN493,09-11-2024 12:45,P2P,Entertainment,247,SUCCESS,18-25,26-35,Karnataka,Axis,PNB,iOS,5G,0,12,Saturday,1
TXN494,30-06-2024 19:33,P2P,Entertainment,893,SUCCESS,36-45,36-45,Maharashtra,PNB,ICICI,Android,4G,0,19,Sunday,1
TXN495,13-08-2024 21:14,P2P,Food,234,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,SBI,Android,4G,0,21,Tuesday,0
TXN496,06-02-2024 14:12,Bill Payment,Other,734,SUCCESS,26-35,26-35,Tamil Nadu,SBI,SBI,Android,5G,0,14,Tuesday,0
TXN497,21-09-2024 09:07,Bill Payment,Other,1910,FAILED,18-25,18-25,Gujarat,HDFC,HDFC,Android,4G,0,9,Saturday,1
TXN498,01-05-2024 10:03,Bill Payment,Grocery,2462,SUCCESS,36-45,26-35,Maharashtra,Yes Bank,Yes Bank,Android,4G,0,10,Wednesday,0
TXN499,29-07-2024 10:02,Bill Payment,Shopping,1131,SUCCESS,26-35,26-35,Maharashtra,HDFC,HDFC,Android,4G,0,10,Monday,0
TXN500,19-08-2024 11:11,P2P,Utilities,1518,SUCCESS,26-35,18-25,Andhra Pradesh,PNB,Kotak,Android,4G,0,11,Monday,0
TXN501,13-12-2024 07:57,P2P,Healthcare,334,SUCCESS,26-35,36-45,West Bengal,PNB,SBI,Android,4G,0,7,Friday,0
TXN502,21-12-2024 15:03,P2P,Entertainment,283,SUCCESS,26-35,36-45,Maharashtra,Kotak,HDFC,Android,4G,0,15,Saturday,1
TXN503,31-01-2024 13:50,P2P,Food,388,SUCCESS,36-45,18-25,Karnataka,Kotak,Yes Bank,Android,WiFi,0,13,Wednesday,0
TXN504,30-05-2024 18:00,P2P,Other,554,FAILED,18-25,36-45,Karnataka,SBI,Kotak,Android,4G,0,18,Thursday,0
TXN505,23-09-2024 15:13,P2M,Food,103,SUCCESS,36-45,36-45,Rajasthan,HDFC,Yes Bank,Android,5G,0,15,Monday,0
TXN506,13-07-2024 09:45,P2P,Food,133,SUCCESS,18-25,26-35,Delhi,IndusInd,HDFC,Android,4G,0,9,Saturday,1
TXN507,09-01-2024 05:40,Bill Payment,Other,286,SUCCESS,36-45,18-25,Andhra Pradesh,SBI,ICICI,Android,WiFi,0,5,Tuesday,0
TXN508,09-10-2024 20:37,P2P,Entertainment,218,SUCCESS,26-35,18-25,Maharashtra,Axis,HDFC,iOS,WiFi,0,20,Wednesday,0
TXN509,28-10-2024 21:14,P2M,Food,119,SUCCESS,26-35,36-45,Maharashtra,Yes Bank,HDFC,Android,5G,0,21,Monday,0
TXN510,27-10-2024 16:01,P2P,Transport,189,SUCCESS,18-25,56+,Rajasthan,HDFC,IndusInd,Android,5G,0,16,Sunday,1
TXN511,11-01-2024 21:58,P2M,Entertainment,661,SUCCESS,36-45,18-25,Tamil Nadu,HDFC,PNB,Android,5G,0,21,Thursday,0
TXN512,02-09-2024 19:06,P2P,Grocery,222,SUCCESS,36-45,56+,Maharashtra,PNB,SBI,Android,WiFi,0,19,Monday,0
TXN513,13-09-2024 09:39,P2P,Grocery,1064,SUCCESS,18-25,36-45,Tamil Nadu,ICICI,Axis,Android,4G,0,9,Friday,0
TXN514,02-01-2024 18:12,P2P,Food,476,SUCCESS,56+,18-25,Telangana,IndusInd,SBI,iOS,4G,0,18,Tuesday,0
TXN515,28-06-2024 11:22,P2M,Fuel,4976,SUCCESS,46-55,36-45,Tamil Nadu,Kotak,SBI,Android,4G,0,11,Friday,0
TXN516,30-08-2024 09:35,P2M,Fuel,4305,SUCCESS,26-35,18-25,Telangana,HDFC,Axis,Android,4G,0,9,Friday,0
TXN517,08-02-2024 13:43,P2M,Food,497,SUCCESS,18-25,18-25,Maharashtra,Yes Bank,IndusInd,iOS,4G,0,13,Thursday,0
TXN518,20-03-2024 11:10,P2P,Food,265,SUCCESS,36-45,36-45,West Bengal,HDFC,SBI,iOS,5G,0,11,Wednesday,0
TXN519,12-09-2024 02:30,P2M,Entertainment,1715,SUCCESS,26-35,26-35,Telangana,SBI,HDFC,iOS,5G,0,2,Thursday,0
TXN520,16-06-2024 08:16,Recharge,Shopping,166,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,PNB,Android,4G,0,8,Sunday,1
TXN521,21-05-2024 18:45,Bill Payment,Other,432,SUCCESS,26-35,46-55,Karnataka,HDFC,PNB,Android,WiFi,0,18,Tuesday,0
TXN522,12-02-2024 06:59,P2M,Shopping,9541,SUCCESS,18-25,36-45,Tamil Nadu,IndusInd,Axis,Android,4G,0,6,Monday,0
TXN523,10-05-2024 13:25,Recharge,Grocery,1086,SUCCESS,56+,18-25,Delhi,ICICI,SBI,Android,5G,0,13,Friday,0
TXN524,29-03-2024 18:04,Bill Payment,Fuel,473,SUCCESS,26-35,18-25,Rajasthan,Yes Bank,IndusInd,iOS,4G,0,18,Friday,0
TXN525,26-01-2024 22:25,P2M,Shopping,646,SUCCESS,36-45,36-45,Delhi,SBI,SBI,Android,4G,0,22,Friday,0
TXN526,16-08-2024 01:17,P2P,Utilities,2243,SUCCESS,18-25,18-25,Rajasthan,PNB,Axis,Android,4G,0,1,Friday,0
TXN527,11-09-2024 10:40,P2P,Entertainment,123,SUCCESS,36-45,26-35,Uttar Pradesh,SBI,Yes Bank,Android,5G,0,10,Wednesday,0
TXN528,19-05-2024 16:32,P2P,Healthcare,966,SUCCESS,56+,18-25,Maharashtra,IndusInd,PNB,Android,4G,0,16,Sunday,1
TXN529,15-08-2024 03:12,P2M,Education,3795,SUCCESS,46-55,26-35,Rajasthan,SBI,Axis,Android,5G,0,3,Thursday,0
TXN530,15-09-2024 23:27,P2P,Utilities,3474,SUCCESS,18-25,26-35,Delhi,Axis,Axis,Android,5G,0,23,Sunday,1
TXN531,14-01-2024 19:41,Recharge,Shopping,6859,SUCCESS,26-35,26-35,West Bengal,HDFC,Kotak,Android,4G,0,19,Sunday,1
TXN532,19-08-2024 16:33,P2P,Grocery,248,SUCCESS,26-35,26-35,Karnataka,PNB,Kotak,Android,4G,0,16,Monday,0
TXN533,10-12-2024 12:35,Recharge,Transport,73,SUCCESS,18-25,46-55,Tamil Nadu,HDFC,ICICI,Web,4G,0,12,Tuesday,0
TXN534,25-10-2024 15:55,P2M,Grocery,909,FAILED,26-35,36-45,Maharashtra,PNB,IndusInd,Android,4G,0,15,Friday,0
TXN535,23-08-2024 11:58,Bill Payment,Grocery,375,SUCCESS,46-55,18-25,West Bengal,IndusInd,Axis,iOS,4G,0,11,Friday,0
TXN536,02-01-2024 22:04,P2M,Utilities,293,SUCCESS,36-45,56+,Delhi,SBI,SBI,iOS,4G,0,22,Tuesday,0
TXN537,12-04-2024 10:32,P2M,Other,444,SUCCESS,26-35,56+,Karnataka,PNB,IndusInd,Android,5G,0,10,Friday,0
TXN538,22-08-2024 22:38,P2M,Fuel,2065,SUCCESS,18-25,26-35,Uttar Pradesh,ICICI,Yes Bank,Android,5G,0,22,Thursday,0
TXN539,08-02-2024 15:31,P2P,Utilities,4001,SUCCESS,26-35,46-55,Tamil Nadu,IndusInd,IndusInd,Android,4G,0,15,Thursday,0
TXN540,17-12-2024 14:41,P2P,Shopping,631,SUCCESS,18-25,36-45,Uttar Pradesh,Kotak,PNB,Android,3G,0,14,Tuesday,0
TXN541,20-01-2024 14:25,P2M,Transport,337,SUCCESS,56+,26-35,Karnataka,SBI,IndusInd,Android,5G,0,14,Saturday,1
TXN542,22-11-2024 06:54,P2M,Entertainment,725,SUCCESS,46-55,18-25,Andhra Pradesh,Yes Bank,Yes Bank,iOS,4G,0,6,Friday,0
TXN543,02-04-2024 17:13,P2M,Shopping,811,SUCCESS,36-45,26-35,Rajasthan,HDFC,ICICI,Android,4G,0,17,Tuesday,0
